time,voltage,current,power_consumption,demand
2023-01-01 00:00:00,234.96714153011231,13.817285148449786,3.24660799503772,0.7298813829849082
2023-01-01 00:15:00,228.61735698828815,10.652217558181011,2.4352818242155796,0.8827500245455421
2023-01-01 00:30:00,236.47688538100692,12.564711767909207,2.9712639045852542,0.779259844574083
2023-01-01 00:45:00,245.23029856408024,10.028186063727548,2.4592150624640547,0.7425394610881245
2023-01-01 01:00:00,227.65846625276663,13.16886545123837,2.998003710917975,0.746408959636157
2023-01-01 01:15:00,227.6586304305082,11.192583269719462,2.548088178163752,0.6470435407772828
2023-01-01 01:30:00,245.79212815507393,10.04026145616538,2.4678172305442505,0.6642865289565458
2023-01-01 01:45:00,237.6743472915291,9.96015073312294,2.36727232442024,0.7304818327085423
2023-01-01 02:00:00,225.30525614065047,7.13668412112711,1.6079324439054565,0.7771273030109294
2023-01-01 02:15:00,235.42560043585965,11.520747160408932,2.712278817708998,0.8448150011802111
2023-01-01 02:30:00,225.36582307187538,9.879385796390864,2.226475911448222,0.7592560617171434
2023-01-01 02:45:00,225.34270246429742,8.494024119456386,1.9140663498752262,0.8852774175754248
2023-01-01 03:00:00,232.41962271566035,13.319385312436214,3.0956865091209327,0.9105198015209526
2023-01-01 03:15:00,210.86719755342202,6.249351922315596,1.3177833263837804,0.8295267212482204
2023-01-01 03:30:00,212.75082167486968,8.732512313702697,1.8578491700261663,0.8724981408055885
2023-01-01 03:45:00,224.37712470759027,13.0831562463386,2.9355609806536043,0.6509286478611905
2023-01-01 04:00:00,219.87168879665577,10.94656882276076,2.4068405735892284,0.6350801065311937
2023-01-01 04:15:00,233.14247332595275,9.856423217041728,2.297950886968452,0.8017973376290166
2023-01-01 04:30:00,220.91975924478788,10.75301062945044,2.3755525194148364,0.6158790188132952
2023-01-01 04:45:00,215.87696298664707,10.538242513146525,2.274963788954843,0.7209628155984067
2023-01-01 05:00:00,244.65648768921554,5.450012361142236,1.3333808821398678,0.8271191905329739
2023-01-01 05:15:00,227.74223699513465,8.952214343956115,2.038797320752497,0.8913372924685207
2023-01-01 05:30:00,230.67528204687923,14.849564963541248,3.4254275862383334,0.7245784349711935
2023-01-01 05:45:00,215.75251813786542,8.022027595668497,1.7307726543369244,0.6850055704692309
2023-01-01 06:00:00,224.55617275474816,9.045096957686997,2.0311323550138085,0.7820461621511583
2023-01-01 06:15:00,231.10922589709867,8.375137710072437,1.9355715929564405,0.642645655647611
2023-01-01 06:30:00,218.49006422577696,9.738954330045587,2.127864757063569,0.7326721351706573
2023-01-01 06:45:00,233.75698018345673,8.250631506027105,1.9286427054553816,0.7491999951723719
2023-01-01 07:00:00,223.99361310081196,11.46022450647418,2.567017094151621,0.7472016007329205
2023-01-01 07:15:00,227.08306250206724,10.5919402368708,2.4052502268274925,0.7588503473817881
2023-01-01 07:30:00,223.98293387770602,12.320642845321053,2.759613731754377,0.6665485144427858
2023-01-01 07:45:00,248.52278184508938,6.847176501433118,1.7016793519204854,0.6773007007381583
2023-01-01 08:00:00,229.86502775262065,8.97897855135129,2.06395315389655,0.675288373896738
2023-01-01 08:15:00,219.42289071044098,9.322832105163595,2.0456427701231017,0.5879905660804943
